Price,Carat,Clarity,Color,Cut,Table,Length,Width,Depth,DepthPercentage
1607,0.53,VS1,H,Premium,58,5.17,5.13,3.21,62.3
1607,0.53,VS2,E,Very Good,55,5.21,5.24,3.21,61.4
1607,0.53,VS1,H,Ideal,57,5.22,5.18,3.19,61.3
1607,0.58,SI2,D,Ideal,56,5.4,5.44,3.3,60.9
1607,0.53,VS2,E,Ideal,57,5.16,5.18,3.23,62.5
1607,0.53,VS2,G,Premium,56,5.19,5.18,3.24,62.5
1608,0.41,VVS1,E,Ideal,56,4.8,4.82,2.94,61.1
1608,0.57,VS2,G,Premium,59,5.37,5.41,3.22,59.7
1609,0.71,SI2,J,Premium,59,5.75,5.71,3.48,60.7
1609,0.54,VS2,E,Ideal,55,5.23,5.2,3.22,61.7
1609,0.55,VS2,F,Very Good,57,5.19,5.23,3.26,62.6
1610,0.53,VS2,F,Very Good,55,5.24,5.29,3.19,60.5
1612,0.5,VS2,D,Ideal,57,5.07,5.11,3.13,61.5
1613,0.57,SI1,E,Ideal,57,5.33,5.31,3.31,62.2
1613,0.57,SI1,E,Ideal,55,5.37,5.31,3.32,62.2
1613,0.57,VS2,G,Good,55,5.28,5.27,3.38,64.1
1615,0.5,VS2,F,Very Good,59,5.1,5.12,3.14,61.4
1615,0.48,VS1,G,Ideal,55,5.02,5.06,3.12,61.9
1616,0.48,VS1,E,Very Good,62,5.14,5.18,3.05,59.1
1617,0.57,VS2,G,Very Good,60,5.28,5.3,3.29,62.2
1617,0.57,VS2,G,Very Good,58,5.24,5.27,3.31,63
1618,0.59,VS2,G,Very Good,59,5.32,5.41,3.3,61.5
1619,0.51,VS2,F,Ideal,57,5.16,5.11,3.13,61
1619,0.51,SI1,D,Premium,58,5.13,5.06,3.17,62.2
1619,0.54,VS2,F,Ideal,55,5.26,5.23,3.25,62
1619,0.53,VS1,F,Ideal,55,5.21,5.24,3.22,61.6
1619,0.51,VS2,F,Premium,58,5.13,5.09,3.14,61.4
1621,0.42,VVS1,D,Ideal,56,4.8,4.76,3,62.8
1621,0.53,SI1,D,Ideal,56,5.2,5.23,3.21,61.6
1621,0.52,VS2,E,Ideal,56,5.17,5.21,3.18,61.3
1621,0.41,IF,F,Ideal,58,4.82,4.84,2.95,61.1
1622,0.56,VVS1,I,Premium,59,5.29,5.33,3.22,60.6
1623,0.51,VS2,D,Ideal,54,5.12,5.17,3.18,61.8
1623,0.59,VS2,G,Very Good,59,5.28,5.33,3.33,62.8
1624,0.5,VS2,E,Ideal,57,5.12,5.15,3.08,60
1624,0.5,VS2,E,Very Good,54,5.07,5.1,3.19,62.7
1624,0.5,VS1,G,Premium,59,5.04,5.09,3.15,62.2
1624,0.52,SI1,E,Premium,60,5.18,5.15,3.19,61.8
1624,0.51,SI1,E,Premium,59,5.15,5.13,3.15,61.3
1624,0.39,IF,G,Ideal,57,4.74,4.77,2.85,60.1
1624,0.51,SI1,E,Good,54,5.1,5.07,3.27,64.3
1624,0.5,VS1,G,Premium,59,5.12,5.16,3.08,59.9
1624,0.5,VS1,G,Premium,60,5.11,5.14,3.06,59.7
1624,0.5,VS1,G,Very Good,60,5.13,5.17,3.06,59.4
1626,0.5,VS2,H,Ideal,55,5.11,5.14,3.16,61.7
1626,0.58,VS2,I,Ideal,55,5.36,5.38,3.32,61.8
1627,0.51,VS1,F,Premium,59,5.11,5.13,3.11,60.7
1628,0.5,VS2,D,Very Good,56,5.14,5.16,3.15,61.2
1628,0.51,VS1,H,Very Good,56,5.18,5.21,3.16,60.7
1629,0.5,VS2,E,Premium,60,5.03,5,3.14,62.6
1629,0.5,VS2,E,Premium,60,5.04,5.01,3.16,62.9
1629,0.5,VS2,E,Very Good,54,5.08,5.03,3.21,63.5
1629,0.5,VS2,E,Ideal,57,5.1,5.05,3.15,62.1
1629,0.5,VS2,E,Very Good,63,5.12,5.08,3.06,60
1629,0.5,VS2,E,Ideal,54,5.09,5.04,3.19,63
1629,0.5,VS2,E,Very Good,58,5.07,5.04,3.21,63.5
1629,0.5,VS2,E,Very Good,58,5.06,5.04,3.2,63.4
1630,0.53,VS1,F,Ideal,56,5.2,5.22,3.21,61.7
1631,0.53,VS2,F,Ideal,55,5.19,5.23,3.22,61.8
1631,0.56,SI1,G,Ideal,57,5.25,5.27,3.26,62
1631,0.53,VS2,F,Very Good,58,5.17,5.2,3.21,61.9
1632,0.74,SI2,E,Very Good,59,5.82,5.78,3.67,63.3
1633,0.51,VS2,D,Ideal,56,5.12,5.15,3.17,61.7
1633,0.59,SI1,E,Ideal,56,5.35,5.45,3.33,61.7
1634,0.51,VS1,E,Very Good,55,5.03,5.07,3.25,64.4
1635,0.5,VS2,D,Good,56,5.05,5.09,3.23,63.7
1636,0.53,VS1,G,Very Good,56,5.24,5.27,3.2,60.9
1636,0.69,SI1,I,Premium,59,5.66,5.63,3.5,62
1637,0.54,VS2,G,Premium,62,5.36,5.34,3.14,58.7
1637,0.46,VS1,D,Ideal,56,4.92,4.95,3.09,62.6
1637,0.54,VS1,G,Ideal,56,5.19,5.23,3.24,62.2
1637,0.57,VS2,F,Ideal,55,5.31,5.35,3.31,62.1
1637,0.54,VS2,G,Ideal,57,5.33,5.26,3.2,60.4
1637,0.54,VS1,H,Premium,56,5.29,5.24,3.26,61.9
1637,0.54,VS1,H,Premium,55,5.25,5.2,3.26,62.4
1637,0.54,VS2,G,Premium,59,5.42,5.22,3.19,60
1637,0.57,VS2,F,Ideal,57,5.45,5.5,3.24,59.2
1637,0.4,VVS1,D,Ideal,56,4.74,4.77,2.93,61.6
1637,0.54,VS2,G,Ideal,54,5.27,5.23,3.27,62.3
1637,0.57,VS2,F,Very Good,54,5.31,5.34,3.3,62
1637,0.54,SI1,E,Premium,61,5.23,5.2,3.21,61.6
1637,0.54,VS1,H,Ideal,56,5.22,5.2,3.25,62.4
1638,0.51,VS2,E,Very Good,55,5.12,5.09,3.23,63.3
1639,0.54,VVS2,H,Ideal,56,5.24,5.27,3.24,61.6
1640,0.54,VS1,G,Good,62,5.3,5.28,3.12,59
1641,0.58,SI1,E,Very Good,56,5.36,5.32,3.37,63.1
1641,0.58,SI1,E,Fair,57,5.26,5.24,3.38,64.4
1642,0.51,SI1,D,Premium,60,5.15,5.12,3.18,61.9
1642,0.67,SI1,F,Fair,67,5.81,5.78,3.25,56
1643,0.55,VS2,E,Ideal,57,5.39,5.43,3.21,59.3
1643,0.71,SI1,J,Very Good,58,5.78,5.81,3.52,60.7
1644,0.52,VS2,E,Ideal,56,5.14,5.17,3.17,61.5
1644,0.52,VS2,E,Ideal,57,5.19,5.21,3.17,61
1645,0.5,VS1,G,Good,63,5.12,5.15,3.07,59.8
1646,0.5,VS2,D,Very Good,58,5.07,5.11,3.11,61.1
1647,0.54,IF,I,Ideal,53,5.26,5.3,3.25,61.6
1648,0.52,VS1,H,Ideal,57,5.17,5.22,3.17,61.1
1648,0.57,VS1,G,Very Good,56,5.38,5.44,3.21,59.3
1650,0.54,SI1,D,Premium,57,5.21,5.12,3.23,62.6
1650,0.54,SI1,D,Ideal,55,5.23,5.27,3.24,61.7
1651,0.52,SI1,D,Premium,55,5.21,5.19,3.2,61.5
1651,0.52,SI1,D,Ideal,56,5.19,5.14,3.23,62.5
1653,0.54,VS1,F,Very Good,59,5.26,5.32,3.17,60
1654,0.5,VS2,F,Ideal,53,5.13,5.09,3.15,61.6
1654,0.5,VS2,F,Premium,60,5.08,5.05,3.16,62.4
1654,0.5,SI1,D,Ideal,57,5.08,5.06,3.19,62.9
1654,0.5,SI1,D,Premium,57,5.11,5.08,3.17,62.2
1654,0.46,IF,G,Ideal,56,4.93,4.96,3.07,62.1
1654,0.5,VS2,F,Premium,58,5.16,5.12,3.12,60.7
1654,0.5,SI1,D,Premium,60,5.14,5.09,3.13,61.2
1655,0.5,VS2,E,Ideal,59,5.1,5.2,3.12,60.6
1656,0.51,VS1,G,Premium,58,5.12,5.19,3.15,61.1
1656,0.52,SI1,E,Ideal,55,5.23,5.22,3.18,60.7
1656,0.51,VS1,G,Ideal,55,5.14,5.17,3.2,62.1
1656,0.51,VS1,G,Ideal,57,5.2,5.25,3.12,59.7
1656,0.51,VS2,E,Ideal,55,5.13,5.17,3.19,61.9
1656,0.51,VS2,E,Premium,58,5.12,5.15,3.17,61.7
1656,0.51,VS1,G,Very Good,56,5.08,5.13,3.2,62.7
1656,0.51,VS2,E,Ideal,56,5.12,5.16,3.18,61.9
1656,0.51,VS1,G,Ideal,56,5.08,5.1,3.19,62.7
1656,0.42,VVS1,F,Ideal,56,4.83,4.85,2.97,61.4
1656,0.51,VS1,G,Ideal,57,5.07,5.14,3.19,62.5
1657,0.58,VS2,F,Ideal,57,5.34,5.39,3.3,61.5
1657,0.5,VS1,F,Very Good,60,5.18,5.2,3.05,58.8
1657,0.59,VS2,E,Ideal,58,5.38,5.4,3.31,61.4
1657,0.5,VS1,D,Good,62,5.05,5.06,3.08,60.9
1659,0.52,VS1,H,Very Good,55,5.15,5.17,3.19,61.7
1660,0.51,VS2,G,Ideal,54,5.17,5.12,3.21,62.3
1660,0.51,VS2,F,Ideal,56,5.13,5.15,3.17,61.7
1662,0.51,VS2,E,Good,54,5.09,5.06,3.23,63.6
1662,0.51,VS1,G,Premium,58,5.12,5.09,3.17,62.1
1662,0.51,VS2,E,Ideal,57,5.12,5.09,3.16,61.9
1662,0.67,SI1,G,Ideal,57,5.67,5.65,3.42,60.4
1662,0.54,SI1,D,Very Good,57,5.17,5.22,3.27,62.9
1662,0.54,SI1,D,Premium,60,5.22,5.24,3.16,60.4
1662,0.52,VS1,G,Ideal,56,5.19,5.22,3.18,61.2
1662,0.51,VS2,E,Very Good,57,5.12,5.05,3.22,63.3
1664,0.52,VS2,D,Very Good,59,5.09,5.13,3.25,63.6
1664,0.53,VS1,G,Very Good,59,5.14,5.18,3.21,62.2
1664,0.67,SI2,D,Good,55,5.5,5.54,3.57,64.7
1664,0.59,SI1,E,Very Good,57,5.33,5.36,3.36,62.9
1665,0.5,VS1,E,Very Good,58,5.04,5.11,3.17,62.5
1665,0.52,VS1,H,Ideal,55,5.17,5.21,3.2,61.7
1665,0.53,SI1,G,Ideal,57,5.19,5.24,3.21,61.6
1666,0.58,VS2,F,Ideal,55,5.33,5.37,3.32,62.1
1666,0.72,SI1,J,Very Good,56,5.66,5.72,3.57,62.7
1666,0.7,VS2,I,Very Good,59,5.64,5.71,3.53,62.2
1667,0.55,VS1,G,Ideal,57,5.25,5.28,3.23,61.3
1667,0.54,SI1,D,Premium,58,5.3,5.26,3.17,60
1668,0.52,VS1,E,Ideal,56,5.11,5.16,3.21,62.5
1668,0.61,VS2,G,Good,61,5.48,5.6,3.32,59.9
1668,0.52,VS1,E,Premium,58,5.14,5.18,3.18,61.6
1668,0.51,VS1,G,Ideal,59,5.16,5.21,3.13,60.4
1668,0.55,VS2,G,Premium,56,5.29,5.24,3.28,62.3
1669,0.54,SI1,F,Ideal,56,5.22,5.23,3.23,61.8
1670,0.52,VS2,E,Very Good,56,5.12,5.08,3.23,63.3
1671,0.5,VS1,D,Very Good,57,5.08,5.13,3.25,63.7
1671,0.58,VS1,H,Ideal,55,5.39,5.42,3.31,61.2
1672,0.54,VS2,D,Ideal,56,5.23,5.27,3.21,61.1
1672,0.7,VS2,J,Fair,58,5.58,5.56,3.6,64.6
1672,0.7,SI2,I,Very Good,60,5.62,5.55,3.53,63.2
1674,0.51,VS2,D,Ideal,56,5.21,5.17,3.19,61.5
1676,0.53,VS2,E,Ideal,56,5.18,5.23,3.2,61.5
1676,0.5,VS2,E,Premium,58,5.09,5.07,3.15,62
1676,0.5,VS2,E,Premium,59,5.06,5.02,3.16,62.7
1677,0.56,SI1,D,Ideal,55,5.29,5.31,3.28,61.9
1678,0.53,VS1,H,Ideal,56,5.22,5.26,3.24,61.8
1679,0.52,VS2,D,Ideal,56,5.17,5.19,3.21,62
1679,0.5,VS1,F,Ideal,55.1,5.05,5.11,3.16,62
1679,0.6,VS1,H,Very Good,60,5.45,5.48,3.29,60.2
1682,0.51,SI1,E,Ideal,57,5.11,5.16,3.16,61.5
1682,0.64,SI1,E,Premium,62,5.56,5.52,3.39,61.2
1683,0.53,SI1,D,Ideal,56,5.18,5.15,3.22,62.3
1683,0.58,VS2,E,Ideal,57,5.35,5.42,3.32,61.7
1684,0.54,VS2,E,Ideal,55,5.26,5.22,3.24,61.8
1685,0.54,VS1,G,Good,62,5.22,5.24,3.18,60.8
1685,0.56,SI1,F,Ideal,55.9,5.33,5.35,3.26,61.1
1686,0.55,VS1,H,Ideal,56,5.26,5.3,3.23,61.2
1687,0.51,SI1,D,Ideal,56,5.09,5.07,3.19,62.8
1687,0.51,VS2,F,Ideal,57,5.11,5.09,3.21,62.9
1687,0.54,VS2,E,Premium,60,5.38,5.32,3.15,59
1687,0.51,SI1,D,Premium,58,5.14,5.12,3.16,61.6
1689,0.52,VS2,D,Ideal,57,5.13,5.17,3.2,62.1
1689,0.52,VS2,E,Ideal,55,5.17,5.19,3.2,61.8
1689,0.52,VS2,E,Very Good,60,5.17,5.21,3.13,60.3
1689,0.52,VS2,E,Ideal,55,5.2,5.27,3.2,61.1
1689,0.52,VS2,E,Ideal,55,5.14,5.19,3.2,62
1689,0.52,VS1,G,Premium,60,5.13,5.19,3.16,61.2
1689,0.52,VS1,G,Very Good,56,5.17,5.21,3.2,61.7
1689,0.56,IF,I,Ideal,54,5.29,5.34,3.29,61.9
1689,0.52,VS2,H,Ideal,55,5.2,5.23,3.22,61.7
1689,0.52,VS1,G,Premium,59,5.08,5.11,3.19,62.6
1689,0.52,VS2,E,Ideal,55,5.16,5.21,3.2,61.7
1689,0.52,VS2,E,Premium,58,5.17,5.21,3.15,60.7
1689,0.52,VS1,G,Very Good,60,5.11,5.12,3.19,62.4
1689,0.52,VS2,E,Very Good,56,5.15,5.18,3.23,62.5
1692,0.55,VS2,F,Ideal,57,5.27,5.3,3.23,61.1
1692,0.55,VS2,F,Very Good,56,5.25,5.29,3.25,61.7
1692,0.55,VS2,F,Ideal,56,5.27,5.31,3.23,61.1
1694,0.5,VS1,G,Very Good,58,5.08,5.15,3.12,61
1695,0.55,VS2,E,Good,61,5.29,5.32,3.17,59.8
1695,0.54,VS2,E,Ideal,59,5.21,5.24,3.22,61.6
1696,0.7,SI2,D,Fair,55,5.47,5.28,3.85,71.6
1696,0.54,VVS2,H,Ideal,56,5.23,5.28,3.21,61.1
1697,0.53,VS1,F,Ideal,55,5.32,5.25,3.21,60.7
1697,0.7,SI1,I,Fair,57,5.46,5.55,3.62,65.8
1697,0.51,VS1,F,Very Good,59,5.04,5.09,3.16,62.4
1698,0.56,VS2,G,Ideal,56,5.33,5.29,3.25,61.2
1698,0.55,VS2,F,Ideal,55,5.26,5.24,3.29,62.7
1698,0.56,SI1,E,Ideal,56,5.33,5.3,3.28,61.7
1698,0.55,SI1,E,Premium,58,5.32,5.29,3.22,60.8
1698,0.55,VS2,F,Premium,58,5.26,5.22,3.26,62.2
1698,0.56,VVS1,I,Ideal,56,5.29,5.26,3.27,62
1699,0.7,SI2,I,Good,59,5.66,5.57,3.56,63.4
1700,0.55,SI1,F,Ideal,55,5.25,5.29,3.26,61.9
1700,0.62,SI1,D,Very Good,58,5.42,5.47,3.4,62.4
1700,0.5,SI1,E,Ideal,57,5.08,5.1,3.13,61.5
1701,0.52,VS2,D,Very Good,61,5.23,5.24,3.11,59.4
1702,0.55,VS2,F,Ideal,57,5.3,5.34,3.24,60.9
1702,0.7,SI2,I,Ideal,53,5.74,5.77,3.54,61.5
1704,0.61,VS2,E,Premium,62,5.48,5.44,3.34,61.2
1705,0.96,I1,H,Fair,60,6.26,6.07,3.77,61.1
1705,0.59,VS2,G,Ideal,57,5.31,5.4,3.32,62
1706,0.51,VS1,F,Very Good,59,5.16,5.1,3.13,61
1706,0.58,VS2,F,Ideal,57,5.43,5.48,3.28,60.2
1706,0.5,IF,H,Very Good,60,5.08,5.17,3.14,61.3
1708,0.51,VS1,E,Ideal,53,5.17,5.24,3.2,61.5
1708,0.56,SI1,D,Ideal,55,5.32,5.35,3.27,61.3
1708,0.56,VS2,F,Ideal,55,5.33,5.35,3.26,61
1709,0.54,VS2,E,Premium,58,5.34,5.29,3.19,60
1709,0.55,VS2,F,Ideal,56,5.25,5.31,3.26,61.7
1710,0.5,VVS1,H,Premium,58,5.05,5.1,3.17,62.5
1710,0.5,VVS1,H,Ideal,55,5.13,5.17,3.12,60.6
1711,0.69,SI2,G,Ideal,54,5.71,5.64,3.56,62.7
1711,0.63,SI1,G,Ideal,58,5.44,5.48,3.4,62.3
1712,0.59,VS2,E,Very Good,59,5.35,5.4,3.32,61.8
1712,0.56,VS1,F,Very Good,59,5.3,5.34,3.3,62
1712,0.52,VS2,E,Ideal,55,5.18,5.2,3.18,61.3
1712,0.66,SI1,I,Ideal,57,5.6,5.64,3.44,61.2
1712,0.5,VVS2,G,Fair,58,5,4.95,3.23,64.9
1712,0.53,IF,H,Ideal,56,5.29,5.32,3.19,60.2
1712,0.55,VVS1,I,Premium,59,5.3,5.27,3.24,61.3
1715,0.55,VS2,F,Ideal,56,5.28,5.31,3.25,61.4
1715,0.7,SI2,I,Premium,56,5.71,5.63,3.57,63
1715,0.56,SI2,F,Premium,58,5.36,5.33,3.22,60.2
1715,0.5,VVS2,G,Good,58,5,5.05,3.21,63.9
1715,0.32,VS2,F,Fair,60,4.42,4.34,2.61,59.6
1715,0.7,SI2,G,Very Good,57,5.66,5.59,3.55,63.2
1715,0.6,VVS1,I,Ideal,56,5.39,5.43,3.35,62
1715,0.55,VS2,E,Ideal,57,5.3,5.28,3.19,60.3
1715,0.8,I1,G,Fair,57,5.86,5.83,3.77,64.5
1716,0.51,VS2,D,Premium,58,5.18,5.14,3.14,60.9
1717,0.59,VS2,G,Premium,56,5.39,5.34,3.36,62.6
1717,0.51,VS1,E,Very Good,59,5.13,5.17,3.14,61
1719,0.58,VS2,G,Ideal,56,5.4,5.43,3.31,61.1
1719,0.61,VS2,H,Premium,59,5.44,5.3,3.37,62.8
1720,0.52,SI1,D,Ideal,56,5.17,5.12,3.21,62.4
1720,0.52,SI1,D,Ideal,57,5.16,5.13,3.2,62.2
1720,0.54,SI1,D,Premium,62,5.31,5.25,3.18,60.2
1720,0.54,SI1,E,Ideal,56,5.26,5.22,3.23,61.5
1720,0.52,VS2,F,Premium,59,5.15,5.12,3.19,62.1
1720,0.57,VS1,H,Ideal,55.1,5.34,5.42,3.29,61.3
1720,0.54,VS1,H,Premium,59,5.22,5.19,3.26,62.6
1721,0.53,VS2,E,Premium,58,5.26,5.27,3.15,59.8
1721,0.61,SI1,E,Very Good,59,5.48,5.51,3.3,60.1
1721,0.53,VS2,E,Ideal,56,5.19,5.21,3.22,61.9
1722,0.53,VS1,G,Very Good,55,5.25,5.28,3.17,60.2
1723,0.56,VS2,F,Ideal,55,5.29,5.32,3.27,61.6
1723,0.56,SI1,D,Ideal,56,5.26,5.33,3.3,62.3
1723,0.7,SI1,J,Fair,57,5.55,5.6,3.51,63
1723,0.5,VVS2,G,Very Good,56,5.06,5.1,3.17,62.4
1723,0.56,SI1,D,Ideal,57,5.31,5.34,3.27,61.4
1725,0.54,VS2,D,Ideal,56,5.24,5.28,3.22,61.2
1725,0.57,VS2,H,Ideal,55,5.37,5.34,3.3,61.7
1726,0.52,VS1,E,Ideal,56,5.18,5.22,3.19,61.3
1727,0.53,VS2,E,Ideal,55,5.21,5.17,3.22,62
1727,0.53,VS1,G,Premium,58,5.17,5.15,3.25,63
1727,0.53,VS1,G,Very Good,56,5.15,5.1,3.25,63.4
1727,0.53,VS1,G,Very Good,55,5.15,5.13,3.25,63.2
1727,0.53,VS2,E,Premium,62,5.31,5.26,3.08,58.3
1728,0.57,VS2,G,Ideal,56,5.35,5.3,3.29,61.8
1728,0.57,VS2,G,Premium,57,5.28,5.23,3.3,62.8
1728,0.57,VS2,E,Ideal,56,5.34,5.38,3.3,61.6
1728,0.57,VVS1,I,Premium,58,5.32,5.25,3.28,62.1
1728,0.57,SI1,E,Premium,57,5.4,5.34,3.24,60.3
1730,0.73,SI2,D,Premium,61,5.81,5.74,3.52,61
1731,0.5,VS1,F,Ideal,55,5.08,5.12,3.17,62.1
1732,0.54,VS1,E,Ideal,55,5.2,5.22,3.26,62.6
1734,0.53,VS2,D,Good,55,5.11,5.23,3.28,63.4
1736,0.56,VS2,E,Good,62,5.34,5.28,3.26,61.4
1736,0.63,SI1,F,Premium,56,5.58,5.56,3.39,60.9
1739,0.53,VS2,E,Ideal,55,5.22,5.25,3.21,61.3
1739,0.56,VS2,F,Ideal,55,5.25,5.28,3.28,62.2
1739,0.96,I1,H,Fair,56,5.97,5.83,4.08,69.2
1740,0.51,VS2,D,Ideal,57,5.15,5.18,3.15,61
1741,0.57,VS1,F,Very Good,56,5.27,5.31,3.34,63.2
1741,0.55,VVS1,H,Ideal,57,5.32,5.35,3.23,60.5
1743,0.52,VS2,E,Premium,55,5.15,5.11,3.22,62.8
1743,0.48,VS1,D,Good,58,5.09,5.13,3.03,59.3
1743,0.53,VVS1,H,Ideal,54,5.2,5.25,3.22,61.6
1743,0.53,VVS1,H,Ideal,54,5.18,5.2,3.24,62.4
1744,0.51,VS1,F,Ideal,56,5.11,5.17,3.18,61.9
1745,0.54,VS2,F,Good,53.8,5.12,5.19,3.31,64.2
1745,0.54,VS2,F,Very Good,56.8,5.18,5.22,3.28,63
1745,0.41,VVS1,E,Ideal,56,4.8,4.82,2.94,61.1
1745,0.54,VS1,G,Ideal,53.9,5.22,5.24,3.24,62
1746,0.57,SI2,F,Premium,59,5.33,5.29,3.3,62.1
1746,0.5,VS2,E,Premium,54,5.1,5.07,3.19,62.7
1746,0.5,VS2,E,Premium,56,5.11,5.07,3.13,61.5
1746,0.5,VS2,E,Premium,59,5.1,5.05,3.11,61.3
1746,0.5,VS1,G,Premium,59,5.09,5.04,3.15,62.2
1746,0.5,VS2,E,Premium,58,5.11,5.05,3.14,61.8
1746,0.5,VS2,E,Premium,60,5.11,5.07,3.12,61.3
1746,0.5,VS2,E,Ideal,57,5.15,5.13,3.15,61.3
1747,0.56,VS2,E,Ideal,57,5.32,5.3,3.27,61.6
1748,0.52,VS1,F,Very Good,57,5.09,5.1,3.22,63.2
1749,0.84,I1,F,Good,64,6.05,6.03,3.67,60.8
1749,0.52,VVS2,H,Ideal,57,5.16,5.2,3.16,61
1749,0.68,SI1,G,Premium,60,5.66,5.62,3.49,61.9
1749,0.7,SI2,H,Premium,61,5.67,5.62,3.46,61.3
1749,0.98,I1,G,Fair,63,6.13,6.02,4.13,68
1750,0.51,VVS2,G,Very Good,57,5.06,5.12,3.2,62.9
1751,0.51,VS1,F,Ideal,55,5.13,5.16,3.18,61.8
1751,0.54,VVS2,G,Very Good,57,5.22,5.26,3.24,61.8
1751,0.64,SI2,D,Premium,54,5.52,5.5,3.46,62.8
1752,0.5,VS2,D,Ideal,55,5.07,5.11,3.17,62.3
1752,0.5,VS2,D,Premium,58,5.04,5.1,3.14,61.9
1753,0.53,SI1,D,Ideal,56,5.23,5.19,3.24,62.2
1753,0.53,VS2,F,Premium,58,5.2,5.17,3.21,61.9
1754,0.54,VS2,E,Premium,58,5.32,5.35,3.16,59.2
1754,0.54,VS2,E,Ideal,57,5.24,5.29,3.2,60.8
1754,0.53,VS1,G,Ideal,55,5.23,5.26,3.21,61.2
1754,0.57,SI1,D,Very Good,56,5.33,5.38,3.27,61.1
1754,0.52,VVS1,G,Good,59,5.26,5.3,3.08,58.3
1754,0.43,VVS1,D,Ideal,54,4.83,4.87,3,61.9
1754,0.57,VS2,F,Premium,58,5.4,5.44,3.27,60.3
1754,0.54,VS2,E,Ideal,56,5.25,5.28,3.21,61
1755,0.56,SI1,G,Ideal,59,5.27,5.32,3.26,61.6
1755,0.55,VS2,D,Ideal,57,5.2,5.23,3.27,62.7
1755,0.56,VS2,E,Very Good,56,5.25,5.31,3.26,61.7
1756,0.51,VS1,D,Very Good,57,5.15,5.18,3.15,61
1757,0.51,VS1,G,Ideal,60,5.08,5.12,3.15,61.8
1757,0.59,VS1,H,Very Good,55,5.37,5.41,3.35,62.1
1758,0.51,VS1,E,Premium,61,5.14,5.11,3.18,62
1759,0.58,VS1,H,Ideal,57,5.38,5.42,3.3,61.1
1760,0.54,VS1,G,Ideal,56,5.23,5.19,3.24,62.2
1760,0.5,VVS2,G,Ideal,56,5.02,5.11,3.15,62.2
1760,0.57,VS2,F,Premium,60,5.36,5.31,3.22,60.4
1760,0.57,VS2,F,Ideal,55,5.36,5.3,3.32,62.3
1760,0.52,VS2,E,Ideal,56,5.16,5.18,3.18,61.5
1760,0.54,VS1,G,Premium,60,5.28,5.23,3.21,61.1
1760,0.71,SI1,J,Very Good,61,5.66,5.71,3.47,61
1761,0.58,VS2,G,Ideal,56,5.45,5.48,3.28,60
1762,0.51,VVS2,G,Very Good,56,5.1,5.13,3.18,62.2
1763,0.55,VS1,G,Ideal,57,5.23,5.28,3.23,61.5
1763,0.7,SI1,I,Good,63,5.59,5.68,3.47,61.6
1763,0.57,VS2,E,Premium,58,5.38,5.33,3.32,62
1764,0.71,SI2,J,Very Good,58,5.67,5.76,3.49,61.1
1764,0.58,VS1,H,Ideal,57,5.33,5.36,3.33,62.3
1764,0.5,VS1,F,Premium,59,5.19,5.14,3.13,60.6
1765,0.54,VS2,E,Ideal,56,5.23,5.19,3.25,62.4
1767,0.63,VS1,H,Good,54,5.47,5.56,3.47,62.9
1767,0.52,VS1,E,Very Good,58,5.21,5.26,3.12,59.6
1769,0.53,VS2,G,Ideal,57,5.15,5.2,3.19,61.6
1770,0.56,VS2,E,Very Good,57,5.33,5.38,3.27,61.1
1770,0.54,SI1,D,Premium,61,5.38,5.32,3.12,58.3
1771,0.54,VS2,E,Good,61,5.27,5.32,3.19,60.2
1772,0.6,VS1,H,Ideal,53,5.44,5.46,3.38,62
1772,0.53,VS1,G,Ideal,55.7,5.21,5.24,3.22,61.6
1774,0.54,VVS1,H,Ideal,54,5.22,5.25,3.24,61.9
1774,0.71,SI1,I,Good,64,5.79,5.71,3.45,60
1774,0.51,VS2,F,Very Good,58,5.22,5.29,3.08,58.6
1775,0.53,VS1,D,Good,56,5.22,5.28,3.16,60.2
1775,0.63,SI2,E,Premium,61,5.64,5.58,3.28,58.5
1775,0.53,VVS1,H,Ideal,56,5.16,5.2,3.22,62.2
1777,0.9,I1,G,Premium,59,6.2,6.15,3.78,61.3
1777,0.58,VS1,G,Good,62,5.44,5.48,3.22,59
1777,0.62,SI2,D,Premium,59,5.48,5.45,3.39,62
1777,0.54,SI1,E,Ideal,57,5.28,5.3,3.19,60.3
1778,0.54,VS1,F,Very Good,57,5.35,5.3,3.19,59.9
1778,0.46,VVS2,E,Good,62,4.97,5.01,3.03,60.7
1778,0.56,VS2,F,Ideal,56,5.33,5.3,3.23,60.8
1778,0.52,VS1,F,Ideal,55,5.16,5.21,3.23,62.3
1779,0.5,VVS2,G,Ideal,56,5.13,5.14,3.13,61
1781,0.53,VVS1,H,Ideal,56,5.22,5.24,3.21,61.3
1781,0.51,VS2,E,Premium,59,5.11,5.06,3.18,62.5
1781,0.51,VS2,E,Premium,59,5.11,5.06,3.15,61.9
1781,0.51,VS1,G,Premium,60,5.11,5.1,3.17,62.1
1781,0.51,VS2,E,Ideal,56,5.14,5.12,3.17,61.8
1781,0.51,VS1,G,Premium,58,5.19,5.12,3.15,61.1
1783,0.71,SI2,E,Good,58,5.91,5.89,3.39,57.5
1784,1,I1,J,Fair,59,6.27,6.17,4.05,65
1784,0.5,VVS2,G,Very Good,58,5.07,5.09,3.13,61.6
1784,0.59,VS2,F,Very Good,56,5.39,5.41,3.33,61.6
